systemID,systemName,x,y,2271,2317,2319,2341,2366,2571,2596,2750,2765,2767,2772,2773,2774,2783,2786,2821,2822,2830,2864,3025,3030,3040,3049,3050a,3050b,3050c,3051,3052,3057,3058,3059a,3059b,3059c,3059d,3063,3067,3068,3075,3079,3081,3085,3095,3130,3135,3145,3151,3152
910,Furillo,-137.266,78.255,I,I,I,I,I,LC|Protectorate of Donegal|Furillo Province|Region Capital,LC|Protectorate of Donegal|Furillo Province|Region Capital,LC|Protectorate of Donegal|Furillo Province|Region Capital,LC|Protectorate of Donegal|Furillo Province|Region Capital,LC|Protectorate of Donegal|Furillo Province|Region Capital,LC|Protectorate of Donegal|Furillo Province|Region Capital,LC|Protectorate of Donegal|Furillo Province|Region Capital,LC|Protectorate of Donegal|Furillo Province|Region Capital,LC|Protectorate of Donegal|Furillo Province|Region Capital,LC|Protectorate of Donegal|Furillo Province|Region Capital,LC|Protectorate of Donegal|Furillo Province|Region Capital,LC|Protectorate of Donegal|Furillo Province|Region Capital,LC|Protectorate of Donegal|Furillo Province|Region Capital,LC|Protectorate of Donegal|Furillo Province|Region Capital,LC|Protectorate of Donegal|Bolan Province,LC|Protectorate of Donegal|Bolan Province,FCL|Tamarind March|Soilihull Operational Area|Region 2,FCL|Tamarind March|Soilihull Operational Area|Region 2,FCL|Tamarind March|Soilihull Operational Area|Region 2,FCL|Tamarind March|Soilihull Operational Area|Region 2,FCL|Tamarind March|Soilihull Operational Area|Region 2,FCL|Tamarind March|Soilihull Operational Area|Region 2,FCL|Tamarind March|Soilihull Operational Area|Region 2,LA|Tamarind March|Soilihull Operational Area|Region 2,LA|Bolan Province,LA|Bolan Province,LA|Bolan Province,LA|Bolan Province,LA|Bolan Province,LA|Bolan Province,LA|Bolan Province,LA|Bolan Province,LA|Bolan Province,LA|Bolan Province,LA|Bolan Province,LC|Bolan Province,LC|Bolan Province,LC|Bolan Province,LC|Bolan Province,LC|Donegal Province,LC|Donegal Province,LC|Donegal Province
911,Furud,-25.337,-284.112,U,U,U,U,SiS,CC|Sian Commonality|Region 3,CC|Sian Commonality|Region 3,CC|Sian Commonality|Region 3,CC|Sian Commonality|Region 3,CC|Sian Commonality|Region 3,CC|Sian Commonality|Region 3,CC|Sian Commonality|Region 3,CC|Sian Commonality|Region 3,CC|Sian Commonality|Region 3,CC|Sian Commonality|Region 3,CC|Sian Commonality|Region 3,CC|Sian Commonality|Region 3,CC|Sian Commonality|Region 3,CC|Sian Commonality|Region 3,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,I,I,I,DA,DA,DA,DA,DA
912,Futuna,-209.634,-190.845,I,I,I,I,I,FWL|Principality of Regulus,FWL|Principality of Regulus,FWL|Principality of Regulus,FWL|Principality of Regulus,FWL|Principality of Regulus,FWL|Principality of Regulus,FWL|Principality of Regulus,FWL|Principality of Regulus,FWL|Principality of Regulus,FWL|Principality of Regulus,FWL|Principality of Regulus,FWL|Principality of Regulus,FWL|Principality of Regulus,FWL|Principality of Regulus,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,I,I,I,RF,RF,RF,FWL|Regulan Fiefs,FWL|Regulan Fiefs
913,Fuveau,440.454,-232.666,U,U,U,U,U,U,U,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FCF|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FCF|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FCF|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FCF|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FCF|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FCF|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FCF|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FCF|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FCF|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FCF|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FCF|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FCF|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FCF|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FCF|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Crucis March|Minette Operational Area|Broken Wheel Combat Region,FS|Periphery March|Anjin Muerto Operational Area|Broken Wheel Combat Region,FS|Periphery March|Anjin Muerto Operational Area|Broken Wheel Combat Region,FS|Periphery March|Anjin Muerto Operational Area|Broken Wheel Combat Region,FS|Periphery March|Anjin Muerto Operational Area|Broken Wheel Combat Region,FS|Periphery March|Anjin Muerto Operational Area|Broken Wheel Combat Region,FS|Periphery March|Anjin Muerto Operational Area|Broken Wheel Combat Region,FS|Periphery March|Anjin Muerto Operational Area|Broken Wheel Combat Region,FS|Periphery March|Anjin Muerto Operational Area|Broken Wheel Combat Region,FS|Periphery March|Anjin Muerto Operational Area|Broken Wheel Combat Region
914,Gabenstad,-343.633,404.217,U,U,U,U,U,RW|Apollo Province,RW|Apollo Province,RW|Apollo Province,RW|Apollo Province,RW|Apollo Province,RW|Apollo Province,RW|Apollo Province,RW|Apollo Province,I,I,I,I,I,I,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
915,Gacrux,-86.503,10.720,I,I,I,FoS,LC|Federation of Skye,LC|Federation of Skye|Isle of Skye,LC|Federation of Skye|Isle of Skye,LC|Federation of Skye|Isle of Skye,LC|Federation of Skye|Isle of Skye,LC|Federation of Skye|Isle of Skye,LC|Federation of Skye|Isle of Skye,LC|Federation of Skye|Isle of Skye,LC|Federation of Skye|Isle of Skye,LC|Federation of Skye|Isle of Skye,LC|Federation of Skye|Isle of Skye,LC|Federation of Skye|Isle of Skye,LC|Federation of Skye|Isle of Skye,LC|Federation of Skye|Isle of Skye,LC|Federation of Skye|Isle of Skye,LC|Federation of Skye|Isle of Skye,LC|Federation of Skye|Isle of Skye,FCL|Skye March|Alcor Operational Area|Region 2,FCL|Skye March|Alcor Operational Area|Region 2,FCL|Skye March|Alcor Operational Area|Region 2,FCL|Skye March|Alcor Operational Area|Region 2,FCL|Skye March|Alcor Operational Area|Region 2,FCL|Skye March|Alcor Operational Area|Region 2,FCL|Skye March|Alcor Operational Area|Region 2,LA|Skye March|Alcor Operational Area|Region 2,LA|Skye Province|Freedom Theater,LA|Skye Province|Freedom Theater,LA|Skye Province|Freedom Theater,LA|Skye Province|Freedom Theater,LA|Skye Province|Freedom Theater,LA|Skye Province|Freedom Theater,LA|Skye Province|Freedom Theater,LA|Skye Province|Freedom Theater,WB,CoF,RS|Prefecture VIII,RS|Prefecture VIII,RS|Prefecture VIII,RS|Prefecture VIII,I,WE,WE,WE
916,Gaeri,665.682,220.688,U,U,U,U,U,U,U,OA|Onverwacht Province,OA|Onverwacht Province,OA|Onverwacht Province,OA|Onverwacht Province,OA|Onverwacht Province,OA|Onverwacht Province,OA|Onverwacht Province,OA|Onverwacht Province,OA|Onverwacht Province,OA|Onverwacht Province,OA|Onverwacht Province,OA,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
917,Gahral,120.665,-176.543,U,U,U,U,U,U,U,CC|Capella Commonality|Region 5,CC|Capella Commonality|Region 5,CC|Capella Commonality|Region 5,CC|Capella Commonality|Region 5,CC|Capella Commonality|Region 5,CC|Capella Commonality|Region 5,CC|Capella Commonality|Region 5,CC|Capella Commonality|Region 5,CC|Capella Commonality|Region 5,CC|Capella Commonality|Region 5,CC|Capella Commonality|Region 5,FS|Capellan March|Kathil Operational Area|Region 3,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A,A
918,Galatea,-53.775,34.077,I,I,I,TH,TH,LC|Federation of Skye|Isle of Skye,LC|Federation of Skye|Isle of Skye,LC|Federation of Skye|Isle of Skye,LC|Federation of Skye|Isle of Skye,AE|Tyrfing Province,SL,SL,SL,LC|Federation of Skye|Isle of Skye,LC|Federation of Skye|Isle of Skye,LC|Federation of Skye|Isle of Skye,LC|Federation of Skye|Isle of Skye,LC|Federation of Skye|Isle of Skye,LC|Federation of Skye|Isle of Skye,LC|Federation of Skye|Isle of Skye,LC|Federation of Skye|Isle of Skye,FCL|Skye March|Alcor Operational Area|Region 2,FCL|Skye March|Alcor Operational Area|Region 2,FCL|Skye March|Alcor Operational Area|Region 2,FCL|Skye March|Alcor Operational Area|Region 2,FCL|Skye March|Alcor Operational Area|Region 2,FCL|Skye March|Alcor Operational Area|Region 2,FCL|Skye March|Alcor Operational Area|Region 2,LA|Skye March|Alcor Operational Area|Region 2,LA|Skye Province|Freedom Theater,LA|Skye Province|Freedom Theater,LA|Skye Province|Freedom Theater,LA|Skye Province|Freedom Theater,LA|Skye Province|Freedom Theater,LA|Skye Province|Freedom Theater,LA|Skye Province|Freedom Theater,LA|Skye Province|Freedom Theater,WB,CoF,RS|Prefecture VIII,RS|Prefecture VIII,RS|Prefecture VIII,RS|Prefecture VIII,I,GL,GL,IoS|Region Capital
919,Galatia [Galatia III],90.726,14.234,U,I,I,I,I,TH|Lockdale Province,TH|Lockdale Province,TH|Lockdale Province,TH|Lockdale Province,AE|Lockdale Province,SL,SL,SL,TH|Lockdale Province,FS|Draconis March|Robinson Operational Area|Region 1,DC|Dieron Military District|Addicks Prefecture,DC|Dieron Military District|Addicks Prefecture,DC|Dieron Military District|Addicks Prefecture,DC|Dieron Military District|Towne Prefecture,FS|Draconis March|Robinson Operational Area|Kentares PDZ,FS|Draconis March|Robinson Operational Area|Kentares PDZ,FCF|Draconis March|Robinson Operational Area|Kentares PDZ,FCF|Draconis March|Robinson Operational Area|Kentares PDZ,FCF|Draconis March|Robinson Operational Area|Kentares PDZ,FCF|Draconis March|Robinson Operational Area|Kentares PDZ,FCF|Draconis March|Robinson Operational Area|Kentares PDZ,FCF|Draconis March|Robinson Operational Area|Kentares PDZ,FCF|Draconis March|Robinson Operational Area|Kentares PDZ,FCF|Draconis March|Robinson Operational Area|Kentares PDZ,FCF|Draconis March|Robinson Operational Area|Kentares PDZ,FCF|Draconis March|Robinson Operational Area|Kentares PDZ,FCF|Draconis March|Robinson Operational Area|Kentares PDZ,FCF|Draconis March|Robinson Operational Area|Kentares PDZ,FCF|Draconis March|Robinson Operational Area|Kentares PDZ,FCF|Draconis March|Robinson Operational Area|Kentares PDZ,FS|Draconis March|Robinson Operational Area|Kentares PDZ,FS|Draconis March|Robinson Operational Area|Kentares PDZ,FS|Draconis March|Robinson Operational Area|Kentares PDZ,FS|Draconis March|Robinson Operational Area|Kentares PDZ,RS|Prefecture III,RS|Prefecture III,RS|Prefecture III,RS|Prefecture III,DC|Benjamin Military District|Algedi Prefecture,DC|Dieron Military District|Ashio Prefecture,DC|Dieron Military District|Ashio Prefecture,DC|Dieron Military District|Ashio Prefecture
920,Galax,283.632,-124.547,U,FS,FS,FS,FS,FS|Crucis March|Markesan Operational Area|Region 3,FS|Crucis March|Markesan Operational Area|Region 3,FS|Crucis March|Markesan Operational Area|Region 3,FS|Crucis March|Markesan Operational Area|Region 3,FS|Crucis March|Markesan Operational Area|Region 3,FS|Crucis March|Markesan Operational Area|Region 3,FS|Crucis March|Markesan Operational Area|Region 3,FS|Crucis March|Markesan Operational Area|Region 3,FS|Crucis March|Markesan Operational Area|Region 3,FS|Crucis March|Markesan Operational Area|Region 3,FS|Crucis March|Markesan Operational Area|Region 3,FS|Crucis March|Markesan Operational Area|Region 3,FS|Crucis March|Markesan Operational Area|Region 3,FS|Crucis March|Markesan Operational Area|Region 3,FS|Crucis March|Markesan Operational Area|New Avalon Combat Region,FS|Crucis March|Markesan Operational Area|New Avalon Combat Region,FCF|Crucis March|Markesan Operational Area|New Avalon Combat Region,FCF|Crucis March|Markesan Operational Area|New Avalon Combat Region,FCF|Crucis March|Markesan Operational Area|New Avalon Combat Region,FCF|Crucis March|Markesan Operational Area|New Avalon Combat Region,FCF|Crucis March|Markesan Operational Area|New Avalon Combat Region,FCF|Crucis March|Markesan Operational Area|New Avalon Combat Region,FCF|Crucis March|Markesan Operational Area|New Avalon Combat Region,FCF|Crucis March|Markesan Operational Area|New Avalon Combat Region,FCF|Crucis March|Markesan Operational Area|New Avalon Combat Region,FCF|Crucis March|Markesan Operational Area|New Avalon Combat Region,FCF|Crucis March|Markesan Operational Area|New Avalon Combat Region,FCF|Crucis March|Markesan Operational Area|New Avalon Combat Region,FCF|Crucis March|Markesan Operational Area|New Avalon Combat Region,FCF|Crucis March|Markesan Operational Area|New Avalon Combat Region,FS|Crucis March|Markesan Operational Area|New Avalon Combat Region,FS|Crucis March|Markesan Operational Area|New Avalon Combat Region,A,A,A,A,A,A,A,A,A,A
921,Galedon [Galedon V],331.999,173.891,U,AG|National Capital,AG|National Capital,DC,DC,DC|Galedon Military District|New Samarkand Prefecture|District Capital,DC|Galedon Military District|New Samarkand Prefecture|District Capital,DC|Galedon Military District|New Samarkand Prefecture|District Capital,DC|Galedon Military District|New Samarkand Prefecture|District Capital,DC|Galedon Military District|New Samarkand Prefecture|District Capital,DC|Galedon Military District|New Samarkand Prefecture|District Capital,DC|Galedon Military District|New Samarkand Prefecture|District Capital,DC|Galedon Military District|New Samarkand Prefecture|District Capital,DC|Galedon Military District|New Samarkand Prefecture|District Capital,DC|Galedon Military District|New Samarkand Prefecture|District Capital,DC|Galedon Military District|New Samarkand Prefecture|District Capital,DC|Galedon Military District|New Samarkand Prefecture|District Capital,DC|Galedon Military District|New Samarkand Prefecture|District Capital,DC|Galedon Military District|New Samarkand Prefecture|District Capital,DC|Galedon Military District|New Samarkand Prefecture|District Capital,DC|Galedon Military District|New Samarkand Prefecture|District Capital,DC|Galedon Military District|New Samarkand Prefecture|District Capital,DC|Galedon Military District|New Samarkand Prefecture|District Capital,DC|Galedon Military District|New Samarkand Prefecture|District Capital,DC|Galedon Military District|New Samarkand Prefecture|District Capital,DC|Galedon Military District|New Samarkand Prefecture|District Capital,DC|Galedon Military District|New Samarkand Prefecture|District Capital,DC|Galedon Military District|New Samarkand Prefecture|District Capital,DC|Galedon Military District|New Samarkand Prefecture|District Capital,DC|Galedon Military District|New Samarkand Prefecture|District Capital,DC|Galedon Military District|New Samarkand Prefecture|District Capital,DC|Galedon Military District|New Samarkand Prefecture|District Capital,DC|Galedon Military District|New Samarkand Prefecture|District Capital,DC|Galedon Military District|New Samarkand Prefecture|District Capital,DC|Galedon Military District|New Samarkand Prefecture|District Capital,DC|Galedon Military District|New Samarkand Prefecture|District Capital,DC|Galedon Military District|New Samarkand Prefecture|District Capital,A,A,A,A,A,A,A,A,A,A
922,Galisteo,-355.928,-71.907,U,U,U,U,U,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,LA|Bolan Province|Dixie Theater,LA|Bolan Province|Dixie Theater,LC|Bolan Province|Dixie Theater,LC|Bolan Province|Dixie Theater,LC|Bolan Province|Cavanaugh Theater,LC|Bolan Province|Cavanaugh Theater,FWL|Duchy of Tammarind-Abbey,FWL|Duchy of Tammarind-Abbey,FWL
923,Gallatin,-160.771,-74.494,I,I,I,I,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,FWL,I,I,I,MSC,MSC,WE,WE,WE
924,Gallery,-198.236,108.266,U,U,U,PD,LC|Protectorate of Donegal,LC|Protectorate of Donegal|Furillo Province,LC|Protectorate of Donegal|Furillo Province,LC|Protectorate of Donegal|Furillo Province,LC|Protectorate of Donegal|Furillo Province,LC|Protectorate of Donegal|Furillo Province,LC|Protectorate of Donegal|Furillo Province,LC|Protectorate of Donegal|Furillo Province,LC|Protectorate of Donegal|Furillo Province,LC|Protectorate of Donegal|Furillo Province,LC|Protectorate of Donegal|Furillo Province,LC|Protectorate of Donegal|Furillo Province,LC|Protectorate of Donegal|Furillo Province,LC|Protectorate of Donegal|Furillo Province,LC|Protectorate of Donegal|Furillo Province,LC|Protectorate of Donegal|Bolan Province,LC|Protectorate of Donegal|Bolan Province,FCL|Tamarind March|Soilihull Operational Area|Region 1,FCL|Tamarind March|Soilihull Operational Area|Region 1,FCL|Tamarind March|Soilihull Operational Area|Region 1,FCL|Tamarind March|Soilihull Operational Area|Region 1,FCL|Tamarind March|Soilihull Operational Area|Region 1,FCL|Tamarind March|Soilihull Operational Area|Region 1,FCL|Tamarind March|Soilihull Operational Area|Region 1,LA|Tamarind March|Soilihull Operational Area|Region 1,LA|Bolan Province,LA|Bolan Province,LA|Bolan Province,LA|Bolan Province,LA|Bolan Province,LA|Bolan Province,LA|Bolan Province,LA|Bolan Province,LA|Bolan Province|Halfway Archonette,LA|Bolan Province|Halfway Archonette,LA|Bolan Province|Halfway Archonette,LC|Bolan Province,LC|Bolan Province,LC|Bolan Province,LC|Bolan Province,WE,WE,WE
925,Gallis,-173.659,-380.426,U,U,U,U,U,MOC,MOC,MOC|Canopus District,MOC|Canopus District,MOC|Canopus District,MOC|Canopus District,MOC|Canopus District,MOC|Canopus District,MOC|Canopus District,MOC|Canopus District,MOC|Canopus District,MOC|Canopus District,MOC|Canopus District,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC,MOC
926,Gallitzin,131.569,-163.389,U,I,I,I,FS,CC|Capella Commonality|Region 5,CC|Capella Commonality|Region 5,CC|Capella Commonality|Region 5,CC|Capella Commonality|Region 5,CC|Capella Commonality|Region 5,CC|Capella Commonality|Region 5,CC|Capella Commonality|Region 5,CC|Capella Commonality|Region 5,CC|Capella Commonality|Region 5,CC|Capella Commonality|Region 5,CC|Capella Commonality|Region 5,CC|Capella Commonality|Region 5,CC|Capella Commonality|Region 5,FS|Capellan March|Kathil Operational Area|Region 1,FS|Capellan March|Kathil Operational Area|Valexa PDZ,FS|Capellan March|Kathil Operational Area|Valexa PDZ,FCF|Capellan March|Kathil Operational Area|Valexa PDZ,FCF|Capellan March|Kathil Operational Area|Valexa PDZ,FCF|Capellan March|Kathil Operational Area|Valexa PDZ,FCF|Capellan March|Kathil Operational Area|Valexa PDZ,FCF|Capellan March|Kathil Operational Area|Valexa PDZ,FCF|Capellan March|Kathil Operational Area|Valexa PDZ,FCF|Capellan March|Kathil Operational Area|Valexa PDZ,FCF|Capellan March|Kathil Operational Area|Valexa PDZ,FCF|Capellan March|Kathil Operational Area|Valexa PDZ,FCF|Capellan March|Kathil Operational Area|Valexa PDZ,FCF|Capellan March|Kathil Operational Area|Valexa PDZ,FCF|Capellan March|Kathil Operational Area|Valexa PDZ,FCF|Capellan March|Kathil Operational Area|Valexa PDZ,FCF|Capellan March|Kathil Operational Area|Valexa PDZ,FS|Capellan March|Kathil Operational Area|Valexa PDZ,FS|Capellan March|Kathil Operational Area|Valexa PDZ,FS|Capellan March|Kathil Operational Area|Valexa PDZ,FS|Capellan March|Kathil Operational Area|Valexa PDZ,FS|Capellan March|Kathil Operational Area|Valexa PDZ,FS|Capellan March|Kathil Operational Area|Valexa PDZ,FS|Capellan March|Kathil Operational Area|Valexa PDZ,FS|Capellan March|Kathil Operational Area|Alcyone PDZ,FS|Capellan March|Kathil Operational Area|Alcyone PDZ,FS|Capellan March|Kathil Operational Area|Alcyone PDZ,CC|Andro Thumb| Region 2,CC|Andro Thumb| Region 2
